"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1990748","cellular detoxification","11/157","125/18986",0.088,10.6418343949045,9.87583478922454,7.17036653721965e-09,1.05041504642144e-05,9.12223754819284e-06,"MGST3/PRDX6/PRDX1/AKR1A1/GPX1/SLC39A8/TXN/GSTP1/MGST1/GPX2/SOD1",11
"GO:1902600","proton transmembrane transport","13/157","195/18986",0.0666666666666667,8.0619957537155,9.05130731853379,8.83427182878294e-09,1.05041504642144e-05,9.12223754819284e-06,"SLC16A1/ATP5MC3/NDUFB3/ATP6V0E1/ATP5MF/SLC25A5/UCP2/NDUFC2/SLC25A3/COX5A/COX4I1/ATP5PD/CYB5A",13
"GO:0098754","detoxification","12/157","167/18986",0.0718562874251497,8.68957626148976,9.11389187857445,1.45797836271775e-08,1.05041504642144e-05,9.12223754819284e-06,"MGST3/PRDX6/PRDX1/AKR1A1/GPX1/SLC39A8/TXN/GSTP1/MGST1/GPX2/MT1X/SOD1",12
"GO:0097237","cellular response to toxic substance","11/157","135/18986",0.0814814814814815,9.85355036565228,9.42667748864359,1.61230245037827e-08,1.05041504642144e-05,9.12223754819284e-06,"MGST3/PRDX6/PRDX1/AKR1A1/GPX1/SLC39A8/TXN/GSTP1/MGST1/GPX2/SOD1",11
"GO:0006119","oxidative phosphorylation","11/157","149/18986",0.0738255033557047,8.92771341854401,8.87108431182413,4.50101041830133e-08,2.34592663001865e-05,2.03729945249429e-05,"NDUFB3/RHOA/UQCRQ/CHCHD2/ATP5MF/NDUFC2/COX5A/COX4I1/ATP5PD/UQCR11/COX1",11
"GO:0009636","response to toxic substance","14/157","270/18986",0.0518518518518519,6.27044114177872,7.96459745565038,5.63284429112779e-08,2.44653203711317e-05,2.12466933788154e-05,"MGST3/PRDX6/PRDX1/AKR1A1/GPX1/SLC39A8/TXN/GSTP1/MGST1/GPX2/MT1X/CDH1/MPST/SOD1",14
"GO:0009060","aerobic respiration","12/157","200/18986",0.06,7.25579617834395,8.12123221096834,1.07543421830161e-07,4.00368796127714e-05,3.47696777345634e-05,"NDUFB3/SUCLG2/RHOA/UQCRQ/CHCHD2/ATP5MF/NDUFC2/COX5A/COX4I1/ATP5PD/UQCR11/COX1",12
"GO:0098869","cellular oxidant detoxification","9/157","99/18986",0.0909090909090909,10.9936305732484,9.10334281032232,1.31795121081641e-07,4.29322606923446e-05,3.72841460954643e-05,"MGST3/PRDX6/PRDX1/GPX1/TXN/GSTP1/MGST1/GPX2/SOD1",9
"GO:0045333","cellular respiration","12/157","249/18986",0.0481927710843374,5.82794873762566,7.00251091686529,1.12755220290391e-06,0.000326489004529731,0.000283536518858877,"NDUFB3/SUCLG2/RHOA/UQCRQ/CHCHD2/ATP5MF/NDUFC2/COX5A/COX4I1/ATP5PD/UQCR11/COX1",12
"GO:0042773","ATP synthesis coupled electron transport","8/157","101/18986",0.0792079207920792,9.57860881629564,7.89333538156674,1.92719635521586e-06,0.000456570336517502,0.000396504513274076,"NDUFB3/UQCRQ/CHCHD2/NDUFC2/COX5A/COX4I1/UQCR11/COX1",8
"GO:0042775","mitochondrial ATP synthesis coupled electron transport","8/157","101/18986",0.0792079207920792,9.57860881629564,7.89333538156674,1.92719635521586e-06,0.000456570336517502,0.000396504513274076,"NDUFB3/UQCRQ/CHCHD2/NDUFC2/COX5A/COX4I1/UQCR11/COX1",8
"GO:0006091","generation of precursor metabolites and energy","16/157","490/18986",0.0326530612244898,3.94873261406473,6.0385966833699,3.17087283217418e-06,0.000688607883387159,0.000598015490278463,"PGD/NDUFB3/SUCLG2/RHOA/UQCRQ/CHCHD2/ATP5MF/UCP2/NDUFC2/TPI1/GAPDH/COX5A/COX4I1/ATP5PD/UQCR11/COX1",16
"GO:0006979","response to oxidative stress","14/157","405/18986",0.0345679012345679,4.18029409451915,5.90747308954317,7.08970630477939e-06,0.00142121343309654,0.00123424036884823,"PRDX6/PRDX1/GPX1/ATOX1/SELENOP/HSPA1A/CHCHD2/TXN/UCP2/GSTP1/MGST1/GPX2/SOD1/COX1",14
"GO:0009205","purine ribonucleoside triphosphate metabolic process","11/157","252/18986",0.0436507936507936,5.27868769588515,6.24362915452887,8.23264421081735e-06,0.00153244791524214,0.00133084098144792,"ATP5MC3/NDUFB3/HSPA1A/ATP5MF/AK3/UCP2/NDUFC2/TPI1/GAPDH/ATP5PD/TSPO",11
"GO:0022904","respiratory electron transport chain","8/157","125/18986",0.064,7.73951592356688,6.90307913353806,9.48863439695728e-06,0.00163349366542492,0.00141859327893669,"NDUFB3/UQCRQ/CHCHD2/NDUFC2/COX5A/COX4I1/UQCR11/COX1",8
"GO:0009199","ribonucleoside triphosphate metabolic process","11/157","258/18986",0.0426356589147287,5.15592751691107,6.13724719857005,1.02756973678174e-05,0.00163349366542492,0.00141859327893669,"ATP5MC3/NDUFB3/HSPA1A/ATP5MF/AK3/UCP2/NDUFC2/TPI1/GAPDH/ATP5PD/TSPO",11
"GO:0009144","purine nucleoside triphosphate metabolic process","11/157","259/18986",0.0424710424710425,5.13602046086122,6.11983840301208,1.06559448627105e-05,0.00163349366542492,0.00141859327893669,"ATP5MC3/NDUFB3/HSPA1A/ATP5MF/AK3/UCP2/NDUFC2/TPI1/GAPDH/ATP5PD/TSPO",11
