"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Human Diseases","Infectious disease: viral","hsa05164","Influenza A","6/29","173/9392",0.0346820809248555,11.2322104843532,7.55958608494943,1.19665036503593e-05,0.00178300904390354,0.00129742092209159,"103/5610/6772/3717/6773/6352",6
"Genetic Information Processing","Translation","hsa00970","Aminoacyl-tRNA biosynthesis","4/29","66/9392",0.0606060606060606,19.6280041797283,8.45158174622748,4.62895802355654e-05,0.00269677154220758,0.0019623275792821,"8565/2617/833/4141",4
"Human Diseases","Infectious disease: viral","hsa05162","Measles","5/29","139/9392",0.0359712230215827,11.6497147109898,7.03965702161861,5.89456073569998e-05,0.00269677154220758,0.0019623275792821,"103/3725/5610/6772/6773",5
"Human Diseases","Infectious disease: viral","hsa05171","Coronavirus disease - COVID-19","6/29","238/9392",0.0252100840336134,8.1645899739206,6.23048382655992,7.239655146866e-05,0.00269677154220758,0.0019623275792821,"9636/103/3725/5610/6772/6773",6
"Human Diseases","Infectious disease: viral","hsa05168","Herpes simplex virus 1 infection","5/29","182/9392",0.0274725274725275,8.89730958696476,5.98731971885237,0.000210504444898401,0.00484153666741462,0.00352298323379517,"5610/6772/3717/6773/6352",5
"Human Diseases","Endocrine and metabolic disease","hsa04933","AGE-RAGE signaling pathway in diabetic complications","4/29","101/9392",0.0396039603960396,12.8262205530898,6.65001827043441,0.000243376403645108,0.00484153666741462,0.00352298323379517,"3725/6772/3717/5332",4
"Organismal Systems","Immune system","hsa04621","NOD-like receptor signaling pathway","5/29","189/9392",0.0264550264550265,8.56777960226236,5.84900609804477,0.000250955378870189,0.00484153666741462,0.00352298323379517,"3725/6772/6773/6352/5332",5
"Organismal Systems","Immune system","hsa04062","Chemokine signaling pathway","5/29","193/9392",0.0259067357512953,8.39020904055744,5.77314513545305,0.000276588715384159,0.00484153666741462,0.00352298323379517,"6772/3717/6773/6352/5332",5
"Human Diseases","Infectious disease: viral","hsa05167","Kaposi sarcoma-associated herpesvirus infection","5/29","196/9392",0.0255102040816327,8.26178747361013,5.717675402461,0.000297088135270744,0.00484153666741462,0.00352298323379517,"3725/5610/6772/3717/6773",5
"Organismal Systems","Immune system","hsa04620","Toll-like receptor signaling pathway","4/29","109/9392",0.036697247706422,11.8848465675419,6.36119623008743,0.000326008397862418,0.00484153666741462,0.00352298323379517,"3725/6772/6773/6352",4
"Human Diseases","Infectious disease: viral","hsa05169","Epstein-Barr virus infection","5/29","204/9392",0.0245098039215686,7.93779580797836,5.575367659673,0.000357428881486986,0.00484153666741462,0.00352298323379517,"9636/3725/5610/6772/6773",5
"Cellular Processes","Cell growth and death","hsa04217","Necroptosis","4/29","159/9392",0.0251572327044025,8.14747343309477,5.05856228439291,0.00135047080138532,0.0154784730312625,0.011263035833416,"5610/6772/3717/6773",4
"Human Diseases","Infectious disease: viral","hsa05160","Hepatitis C","4/29","159/9392",0.0251572327044025,8.14747343309477,5.05856228439291,0.00135047080138532,0.0154784730312625,0.011263035833416,"5610/6772/3434/6773",4
"Human Diseases","Infectious disease: viral","hsa05161","Hepatitis B","4/29","163/9392",0.0245398773006135,7.94753543473662,4.97960228140739,0.00148031324567917,0.0157547624004426,0.0114640800229289,"3725/6772/3717/6773",4
"Human Diseases","Infectious disease: parasitic","hsa05140","Leishmaniasis","3/29","79/9392",0.0379746835443038,12.298559580969,5.61227872993808,0.00178800307987419,0.0175272122169085,0.0127538174379482,"3725/6772/3717",3
"Environmental Information Processing","Signal transduction","hsa04310","Wnt signaling pathway","4/29","174/9392",0.0229885057471264,7.44510503369005,4.77566306980149,0.0018821167481244,0.0175272122169085,0.0127538174379482,"3725/27130/8945/5332",4
"Organismal Systems","Immune system","hsa04623","Cytosolic DNA-sensing pathway","3/29","83/9392",0.036144578313253,11.7058579144163,5.45200711339523,0.00206033247047203,0.018058208123549,0.0131402008952705,"103/6352/25939",3
"Human Diseases","Cancer: overview","hsa05235","PD-L1 expression and PD-1 checkpoint pathway in cancer","3/29","90/9392",0.0333333333333333,10.7954022988506,5.19640236681003,0.00259648357690272,0.0214931140532503,0.0156396379193556,"3725/6772/3717",3
"Organismal Systems","Immune system","hsa04658","Th1 and Th2 cell differentiation","3/29","93/9392",0.032258064516129,10.4471635150167,5.09532852038277,0.00285028127947233,0.0223522058232304,0.0162647629798144,"3725/6772/3717",3
"Human Diseases","Infectious disease: viral","hsa05165","Human papillomavirus infection","5/29","333/9392",0.015015015015015,4.86279382831107,3.99421026356654,0.00320138911481241,0.0238503489053525,0.017354898885562,"9636/5610/6772/545/6773",5
"Human Diseases","Infectious disease: parasitic","hsa05142","Chagas disease","3/29","103/9392",0.029126213592233,9.43287579511215,4.78913679512335,0.0038050053271118,0.0255468389063843,0.0185893635277823,"3725/6352/5332",3
"Human Diseases","Infectious disease: viral","hsa05170","Human immunodeficiency virus 1 infection","4/29","213/9392",0.0187793427230047,6.08191678808483,4.17510184527579,0.00391442530747716,0.0255468389063843,0.0185893635277823,"3725/545/8945/25939",4
"Organismal Systems","Immune system","hsa04625","C-type lectin receptor signaling pathway","3/29","105/9392",0.0285714285714286,9.25320197044335,4.73289432214367,0.00401662464755654,0.0255468389063843,0.0185893635277823,"3725/6772/6773",3
"Human Diseases","Cardiovascular disease","hsa05417","Lipid and atherosclerosis","4/29","216/9392",0.0185185185185185,5.99744572158365,4.13519188130156,0.00411492707216929,0.0255468389063843,0.0185893635277823,"3725/3717/6352/5332",4
"Organismal Systems","Immune system","hsa04659","Th17 cell differentiation","3/29","109/9392",0.0275229357798165,8.91363492565644,4.62479506192453,0.00446114043813153,0.0265883970112639,0.019347261689581,"3725/6772/3717",3
"Organismal Systems","Endocrine system","hsa04935","Growth hormone synthesis, secretion and action","3/29","122/9392",0.0245901639344262,7.96382136800452,4.30858909689803,0.00610771724416746,0.0350019180531135,0.0254694281841801,"6772/3717/5332",3
"Human Diseases","Infectious disease: bacterial","hsa05131","Shigellosis","4/29","253/9392",0.0158102766798419,5.12034891645087,3.69736498191321,0.00718797880568577,0.0396669941498956,0.0288640084594789,"3725/8945/6352/5332",4
